time,product,region,count
1/15/2021 18:31,110,N,1
1/15/2021 19:09,110,N,2
1/15/2021 20:59,110,N,0
1/15/2021 22:10,110,N,0
1/15/2021 22:40,110,N,0
1/15/2021 23:07,110,N,1
1/16/2021 0:22,110,N,0
1/16/2021 0:52,110,N,0
1/16/2021 8:23,110,N,4
1/16/2021 8:48,110,N,0
1/16/2021 9:30,110,N,3
1/16/2021 12:29,110,N,1
1/16/2021 15:39,110,N,2
1/17/2021 1:58,110,N,2
1/17/2021 7:52,110,N,0
1/17/2021 11:53,110,N,1
1/17/2021 14:10,110,N,0
1/17/2021 16:47,110,N,2
1/17/2021 20:13,110,N,0
1/17/2021 21:52,110,N,0
1/17/2021 21:53,110,N,0
1/17/2021 23:39,110,N,1
1/18/2021 6:32,110,N,0
1/18/2021 6:42,110,N,2
1/18/2021 11:38,110,N,0
1/18/2021 20:50,110,N,1
1/18/2021 22:13,110,N,0
1/19/2021 5:29,110,N,0
1/19/2021 6:18,110,N,1
1/19/2021 8:39,110,N,2
1/19/2021 11:44,110,N,0
1/19/2021 14:12,110,N,0
1/19/2021 18:02,110,N,2
1/19/2021 21:25,110,N,0
1/19/2021 21:29,110,N,2
1/19/2021 23:04,110,N,1
1/20/2021 0:48,110,N,0
1/20/2021 1:11,110,N,2
1/20/2021 2:34,110,N,1
1/20/2021 2:43,110,N,1
1/20/2021 3:54,110,N,0
1/20/2021 7:57,110,N,1
1/20/2021 9:52,110,N,1
1/20/2021 12:06,110,N,3
1/20/2021 12:30,110,N,1
1/20/2021 13:51,110,N,1
1/20/2021 18:02,110,N,1
1/21/2021 3:58,110,N,1
1/21/2021 4:37,110,N,0
1/21/2021 6:41,110,N,0
1/21/2021 7:12,110,N,0
1/21/2021 10:52,110,N,2
1/21/2021 12:13,110,N,1
1/21/2021 15:55,110,N,1
1/21/2021 19:10,110,N,2
1/21/2021 19:42,110,N,4
1/22/2021 2:03,110,N,3
1/22/2021 3:36,110,N,1
1/22/2021 8:37,110,N,0
1/22/2021 9:14,110,N,1
1/22/2021 9:39,110,N,1
1/22/2021 11:19,110,N,2
1/22/2021 13:37,110,N,0
1/22/2021 15:02,110,N,0
1/22/2021 23:28,110,N,0
1/22/2021 23:31,110,N,2
1/23/2021 11:02,110,N,3
1/23/2021 11:55,110,N,3
1/23/2021 12:21,110,N,0
1/23/2021 18:31,110,N,0
1/23/2021 19:02,110,N,3
1/23/2021 23:07,110,N,1
1/24/2021 0:49,110,N,1
1/24/2021 7:01,110,N,1
1/24/2021 7:53,110,N,2
1/24/2021 19:25,110,N,1
1/24/2021 19:28,110,N,2
1/24/2021 20:08,110,N,0
1/24/2021 23:54,110,N,0
1/25/2021 7:45,110,N,0
1/25/2021 9:13,110,N,0
1/25/2021 10:32,110,N,3
1/25/2021 13:25,110,N,0
1/25/2021 14:23,110,N,0
1/25/2021 16:06,110,N,2
1/25/2021 22:04,110,N,1
1/26/2021 0:40,110,N,1
1/26/2021 1:25,110,N,0
1/26/2021 4:09,110,N,2
1/26/2021 10:06,110,N,0
1/26/2021 14:25,110,N,0
1/26/2021 17:36,110,N,2
1/26/2021 21:57,110,N,0
1/27/2021 6:42,110,N,1
1/27/2021 8:01,110,N,1
1/27/2021 11:30,110,N,2
1/27/2021 11:35,110,N,0
1/27/2021 14:41,110,N,2
1/27/2021 19:13,110,N,0
1/28/2021 0:53,110,N,3
1/28/2021 5:35,110,N,1
1/28/2021 7:57,110,N,0
1/28/2021 16:21,110,N,2
1/29/2021 2:42,110,N,0
1/29/2021 3:18,110,N,0
1/29/2021 5:19,110,N,0
1/29/2021 6:05,110,N,1
1/29/2021 6:14,110,N,2
1/29/2021 10:55,110,N,0
1/29/2021 10:57,110,N,1
1/29/2021 12:24,110,N,0
1/29/2021 16:55,110,N,3
1/29/2021 16:58,110,N,3
1/29/2021 18:18,110,N,0
1/29/2021 22:27,110,N,0
1/29/2021 22:39,110,N,3
1/30/2021 9:19,110,N,1
1/30/2021 10:10,110,N,0
1/30/2021 12:31,110,N,2
1/30/2021 12:43,110,N,0
1/30/2021 16:16,110,N,1
1/30/2021 18:05,110,N,1
1/30/2021 19:06,110,N,1
1/30/2021 23:55,110,N,0
1/31/2021 0:39,110,N,0
1/31/2021 1:42,110,N,0
1/31/2021 2:15,110,N,0
1/31/2021 3:18,110,N,0
1/31/2021 3:35,110,N,1
1/31/2021 6:20,110,N,0
1/31/2021 7:30,110,N,0
1/31/2021 8:30,110,N,2
1/31/2021 10:36,110,N,2
1/31/2021 11:11,110,N,1
1/31/2021 11:25,110,N,2
1/31/2021 12:40,110,N,0
1/31/2021 12:59,110,N,1
1/31/2021 16:46,110,N,1
1/31/2021 19:24,110,N,0
1/31/2021 23:31,110,N,1
2/1/2021 3:37,110,N,0
2/1/2021 9:37,110,N,0
2/1/2021 9:41,110,N,1
2/1/2021 12:14,110,N,0
2/1/2021 12:48,110,N,2
2/1/2021 13:47,110,N,2
2/1/2021 15:34,110,N,1
2/1/2021 17:03,110,N,1
2/1/2021 18:46,110,N,0
2/1/2021 23:01,110,N,1
2/2/2021 1:27,110,N,1
2/2/2021 1:43,110,N,0
2/2/2021 1:45,110,N,0
2/2/2021 2:40,110,N,0
2/2/2021 8:46,110,N,0
2/2/2021 8:55,110,N,1
2/2/2021 9:36,110,N,2
2/2/2021 11:52,110,N,0
2/2/2021 15:27,110,N,0
2/2/2021 20:31,110,N,2
2/2/2021 22:36,110,N,2
2/3/2021 1:48,110,N,1
2/3/2021 4:04,110,N,0
2/3/2021 4:39,110,N,1
2/3/2021 4:51,110,N,0
2/3/2021 6:27,110,N,1
2/3/2021 7:45,110,N,2
2/3/2021 8:09,110,N,1
2/3/2021 9:16,110,N,0
2/3/2021 10:47,110,N,0
2/3/2021 11:29,110,N,0
2/3/2021 12:29,110,N,0
2/3/2021 12:55,110,N,0
2/3/2021 16:26,110,N,0
2/3/2021 20:50,110,N,2
2/4/2021 0:45,110,N,1
2/4/2021 2:35,110,N,1
2/4/2021 4:26,110,N,1
2/4/2021 6:47,110,N,0
2/4/2021 9:17,110,N,1
2/4/2021 10:01,110,N,2
2/4/2021 14:18,110,N,1
2/4/2021 14:58,110,N,0
2/4/2021 16:58,110,N,1
2/4/2021 17:42,110,N,1
2/4/2021 18:38,110,N,0
2/4/2021 20:06,110,N,1
2/5/2021 3:03,110,N,1
2/5/2021 4:11,110,N,2
2/5/2021 4:36,110,N,1
2/5/2021 6:56,110,N,2
2/5/2021 6:58,110,N,1
2/5/2021 8:33,110,N,0
2/5/2021 10:54,110,N,1
2/5/2021 12:20,110,N,1
2/5/2021 15:57,110,N,1
2/5/2021 17:57,110,N,0
2/6/2021 4:58,110,N,1
2/6/2021 5:31,110,N,0
2/6/2021 7:16,110,N,3
2/6/2021 8:36,110,N,0
2/6/2021 9:39,110,N,0
2/6/2021 9:54,110,N,2
2/6/2021 12:05,110,N,2
2/6/2021 15:18,110,N,0
2/6/2021 21:36,110,N,2
2/6/2021 21:38,110,N,2
2/6/2021 23:33,110,N,3
2/6/2021 23:44,110,N,1
2/7/2021 2:08,110,N,1
2/7/2021 2:35,110,N,0
2/7/2021 4:21,110,N,0
2/7/2021 4:27,110,N,0
2/7/2021 6:05,110,N,1
2/7/2021 6:06,110,N,0
2/7/2021 10:55,110,N,0
2/7/2021 12:04,110,N,1
2/7/2021 17:18,110,N,0
2/7/2021 17:40,110,N,2
2/7/2021 17:53,110,N,1
2/7/2021 18:36,110,N,0
2/7/2021 21:50,110,N,2
2/7/2021 22:14,110,N,2
2/7/2021 22:48,110,N,1
2/8/2021 1:18,110,N,1
2/8/2021 2:56,110,N,0
2/8/2021 3:48,110,N,1
2/8/2021 4:25,110,N,1
2/8/2021 6:39,110,N,0
2/8/2021 7:03,110,N,1
2/8/2021 7:53,110,N,1
2/8/2021 9:15,110,N,0
2/8/2021 10:44,110,N,1
2/8/2021 10:46,110,N,0
2/8/2021 12:41,110,N,3
2/8/2021 15:21,110,N,0
2/8/2021 16:07,110,N,1
2/8/2021 18:57,110,N,0
2/8/2021 20:11,110,N,1
2/8/2021 22:13,110,N,1
2/9/2021 1:59,110,N,1
2/9/2021 4:29,110,N,0
2/9/2021 5:55,110,N,2
2/9/2021 14:02,110,N,0
2/9/2021 14:13,110,N,1
2/9/2021 22:45,110,N,1
2/10/2021 1:13,110,N,1
2/10/2021 1:39,110,N,0
2/10/2021 4:15,110,N,2
2/10/2021 5:03,110,N,1
2/10/2021 7:25,110,N,0
2/10/2021 7:33,110,N,1
2/10/2021 11:01,110,N,3
2/10/2021 15:13,110,N,1
2/10/2021 16:06,110,N,1
2/10/2021 17:31,110,N,3
2/10/2021 18:56,110,N,1
2/10/2021 21:03,110,N,0
2/10/2021 23:50,110,N,0
2/11/2021 1:26,110,N,0
2/11/2021 2:14,110,N,2
2/11/2021 2:45,110,N,0
2/11/2021 3:40,110,N,0
2/11/2021 7:15,110,N,0
2/11/2021 8:26,110,N,4
2/11/2021 9:16,110,N,1
2/11/2021 11:22,110,N,0
2/11/2021 11:36,110,N,0
2/11/2021 12:22,110,N,0
2/11/2021 17:09,110,N,1
2/11/2021 20:19,110,N,0
2/11/2021 20:25,110,N,1
2/11/2021 20:30,110,N,0
2/11/2021 22:48,110,N,0
2/11/2021 23:41,110,N,0
2/11/2021 23:56,110,N,0
2/12/2021 5:31,110,N,0
2/12/2021 7:27,110,N,0
2/12/2021 10:09,110,N,1
2/12/2021 11:28,110,N,2
2/12/2021 12:12,110,N,0
2/12/2021 15:07,110,N,1
2/12/2021 15:10,110,N,1
2/12/2021 17:22,110,N,0
2/12/2021 21:08,110,N,1
2/12/2021 22:34,110,N,0
2/13/2021 0:49,110,N,3
2/13/2021 3:07,110,N,1
2/13/2021 3:12,110,N,0
2/13/2021 4:57,110,N,0
2/13/2021 8:31,110,N,3
2/13/2021 9:04,110,N,0
2/13/2021 12:12,110,N,0
2/13/2021 13:36,110,N,2
2/13/2021 15:01,110,N,2
2/13/2021 15:45,110,N,0
2/13/2021 22:35,110,N,2
2/13/2021 23:56,110,N,1
2/14/2021 0:15,110,N,1
2/14/2021 2:23,110,N,3
2/14/2021 2:58,110,N,1
2/14/2021 9:42,110,N,0
2/14/2021 10:21,110,N,1
2/14/2021 10:52,110,N,1
2/14/2021 11:41,110,N,0
2/14/2021 13:33,110,N,1
2/14/2021 17:07,110,N,1
2/14/2021 17:20,110,N,2
2/14/2021 20:46,110,N,0
2/15/2021 0:26,110,N,3
2/15/2021 2:02,110,N,2
2/15/2021 3:19,110,N,0
2/15/2021 10:05,110,N,1
2/15/2021 11:37,110,N,1
2/15/2021 12:18,110,N,0
2/15/2021 15:09,110,N,1
2/15/2021 17:12,110,N,0
2/15/2021 22:54,110,N,1
2/15/2021 23:30,110,N,1
2/16/2021 2:06,110,N,2
2/16/2021 2:44,110,N,0
2/16/2021 3:23,110,N,1
2/16/2021 7:47,110,N,1
2/16/2021 11:28,110,N,0
2/17/2021 0:10,110,N,3
2/17/2021 0:55,110,N,1
2/17/2021 1:52,110,N,1
2/17/2021 1:53,110,N,1
2/17/2021 8:03,110,N,0
2/17/2021 10:54,110,N,0
2/17/2021 11:52,110,N,1
2/17/2021 13:34,110,N,0
2/17/2021 18:18,110,N,1
2/17/2021 19:15,110,N,0
2/17/2021 21:39,110,N,0
2/18/2021 0:08,110,N,3
2/18/2021 2:23,110,N,2
2/18/2021 3:46,110,N,0
2/18/2021 10:00,110,N,2
2/18/2021 11:48,110,N,1
2/18/2021 12:55,110,N,1
2/18/2021 14:14,110,N,1
2/18/2021 17:22,110,N,1
2/19/2021 2:28,110,N,0
2/19/2021 14:40,110,N,0
2/19/2021 16:08,110,N,0
2/19/2021 16:49,110,N,0
2/20/2021 1:13,110,N,2
2/20/2021 1:15,110,N,2
2/20/2021 8:53,110,N,0
2/20/2021 10:04,110,N,2
2/20/2021 13:29,110,N,4
2/20/2021 15:08,110,N,0
2/20/2021 15:22,110,N,0
2/20/2021 19:08,110,N,0
2/20/2021 20:21,110,N,2
2/20/2021 21:59,110,N,1
2/21/2021 1:02,110,N,1
2/21/2021 2:16,110,N,1
2/21/2021 2:33,110,N,2
2/21/2021 3:51,110,N,0
2/21/2021 4:06,110,N,1
2/21/2021 5:36,110,N,1
2/21/2021 6:10,110,N,1
2/21/2021 7:05,110,N,1
2/21/2021 7:24,110,N,1
2/21/2021 8:48,110,N,2
2/21/2021 9:41,110,N,0
2/21/2021 9:54,110,N,0
2/21/2021 10:30,110,N,2
2/21/2021 10:42,110,N,1
2/21/2021 19:11,110,N,0
2/21/2021 19:16,110,N,2
2/21/2021 21:05,110,N,0
2/22/2021 2:16,110,N,0
2/22/2021 12:02,110,N,2
2/22/2021 12:46,110,N,0
2/22/2021 14:32,110,N,0
2/22/2021 15:27,110,N,2
2/22/2021 21:14,110,N,2
2/22/2021 23:51,110,N,1
2/23/2021 1:02,110,N,1
2/23/2021 3:10,110,N,0
2/23/2021 6:03,110,N,2
2/23/2021 6:25,110,N,1
2/23/2021 11:07,110,N,0
2/23/2021 13:18,110,N,0
2/23/2021 13:40,110,N,1
2/23/2021 17:44,110,N,2
2/23/2021 18:17,110,N,1
2/23/2021 18:55,110,N,2
2/23/2021 21:47,110,N,0
2/23/2021 21:54,110,N,3
2/24/2021 0:29,110,N,1
2/24/2021 1:52,110,N,0
2/24/2021 4:40,110,N,2
2/24/2021 11:39,110,N,2
2/24/2021 11:40,110,N,2
2/24/2021 13:18,110,N,0
2/24/2021 15:26,110,N,2
2/24/2021 18:43,110,N,1
2/24/2021 19:56,110,N,1
2/24/2021 21:26,110,N,1
2/24/2021 23:05,110,N,0
2/25/2021 0:28,110,N,0
2/25/2021 1:29,110,N,2
2/25/2021 4:04,110,N,1
2/25/2021 4:38,110,N,0
2/25/2021 11:06,110,N,1
2/25/2021 14:22,110,N,1
2/25/2021 16:06,110,N,2
2/25/2021 16:08,110,N,0
2/25/2021 17:34,110,N,2
2/25/2021 20:49,110,N,2
2/26/2021 0:13,110,N,4
2/26/2021 7:36,110,N,1
2/26/2021 8:25,110,N,0
2/26/2021 10:00,110,N,3
2/26/2021 16:01,110,N,1
2/26/2021 16:19,110,N,3
2/26/2021 18:42,110,N,0
2/26/2021 19:00,110,N,2
2/26/2021 20:36,110,N,1
2/27/2021 0:31,110,N,0
2/27/2021 1:17,110,N,1
2/27/2021 2:14,110,N,0
2/27/2021 2:58,110,N,0
2/27/2021 14:25,110,N,1
2/27/2021 15:07,110,N,1
2/27/2021 18:49,110,N,0
2/27/2021 20:34,110,N,1
2/27/2021 23:06,110,N,1
2/28/2021 0:04,110,N,0
2/28/2021 5:29,110,N,0
2/28/2021 5:29,110,N,0
2/28/2021 5:39,110,N,2
2/28/2021 5:42,110,N,0
2/28/2021 9:50,110,N,2
2/28/2021 14:44,110,N,0
2/28/2021 16:57,110,N,2
2/28/2021 22:03,110,N,2
3/1/2021 0:49,110,N,1
3/1/2021 10:25,110,N,2
3/1/2021 15:59,110,N,0
3/1/2021 16:05,110,N,2
3/1/2021 23:28,110,N,1
3/2/2021 2:32,110,N,0
3/2/2021 6:30,110,N,1
3/2/2021 7:57,110,N,1
3/2/2021 9:11,110,N,0
3/2/2021 9:58,110,N,2
3/2/2021 12:34,110,N,0
3/2/2021 15:24,110,N,1
3/2/2021 15:43,110,N,3
3/2/2021 19:57,110,N,3
3/2/2021 22:33,110,N,1
3/2/2021 22:49,110,N,1
3/3/2021 6:24,110,N,0
3/3/2021 9:36,110,N,0
3/3/2021 16:50,110,N,2
3/3/2021 21:29,110,N,0
3/4/2021 4:29,110,N,2
3/4/2021 6:56,110,N,2
3/4/2021 8:26,110,N,1
3/4/2021 10:06,110,N,1
3/4/2021 12:50,110,N,1
3/4/2021 20:17,110,N,0
3/4/2021 20:50,110,N,3
3/4/2021 22:14,110,N,2
3/5/2021 0:32,110,N,0
3/5/2021 1:48,110,N,2
3/5/2021 1:52,110,N,2
3/5/2021 2:21,110,N,0
3/5/2021 3:37,110,N,0
3/5/2021 4:49,110,N,2
3/5/2021 7:28,110,N,0
3/5/2021 14:57,110,N,0
3/5/2021 16:11,110,N,1
3/5/2021 16:59,110,N,1
3/5/2021 21:03,110,N,1
3/6/2021 0:58,110,N,1
3/6/2021 2:45,110,N,0
3/6/2021 2:55,110,N,3
3/6/2021 3:12,110,N,1
3/6/2021 3:32,110,N,1
3/6/2021 5:53,110,N,1
3/6/2021 9:06,110,N,0
3/6/2021 15:57,110,N,1
3/6/2021 16:27,110,N,2
3/7/2021 2:38,110,N,1
3/7/2021 3:38,110,N,1
3/7/2021 5:17,110,N,1
3/7/2021 5:53,110,N,3
3/7/2021 13:56,110,N,2
3/7/2021 14:51,110,N,2
3/7/2021 17:09,110,N,0
3/8/2021 1:55,110,N,1
3/8/2021 5:54,110,N,1
3/8/2021 8:01,110,N,2
3/8/2021 12:03,110,N,2
3/8/2021 13:41,110,N,0
3/8/2021 22:43,110,N,0
3/9/2021 0:40,110,N,0
3/9/2021 1:31,110,N,0
3/9/2021 3:30,110,N,0
3/9/2021 4:08,110,N,0
3/9/2021 7:14,110,N,1
3/9/2021 10:26,110,N,1
3/9/2021 14:00,110,N,2
3/9/2021 14:52,110,N,0
3/9/2021 14:57,110,N,1
3/9/2021 15:05,110,N,0
3/9/2021 17:01,110,N,3
3/9/2021 18:08,110,N,1
3/9/2021 19:13,110,N,1
3/9/2021 22:04,110,N,1
3/9/2021 23:19,110,N,1
3/9/2021 23:34,110,N,1
3/10/2021 0:35,110,N,1
3/10/2021 2:16,110,N,0
3/10/2021 5:51,110,N,1
3/10/2021 7:14,110,N,0
3/10/2021 7:17,110,N,0
3/10/2021 9:22,110,N,4
3/10/2021 12:06,110,N,0
3/10/2021 14:18,110,N,2
3/10/2021 17:19,110,N,1
3/10/2021 21:17,110,N,1
3/10/2021 22:38,110,N,2
3/10/2021 22:44,110,N,2
3/11/2021 6:11,110,N,0
3/11/2021 6:37,110,N,1
3/11/2021 7:23,110,N,1
3/11/2021 11:10,110,N,0
3/11/2021 15:37,110,N,0
3/11/2021 21:46,110,N,0
3/11/2021 23:11,110,N,1
3/12/2021 0:52,110,N,0
3/12/2021 0:59,110,N,0
3/12/2021 1:10,110,N,0
3/12/2021 1:11,110,N,0
3/12/2021 1:54,110,N,0
3/12/2021 3:02,110,N,1
3/12/2021 4:37,110,N,0
3/12/2021 6:41,110,N,1
3/12/2021 7:07,110,N,0
3/12/2021 12:50,110,N,1
3/12/2021 14:33,110,N,2
3/12/2021 14:37,110,N,0
3/12/2021 15:23,110,N,0
3/12/2021 17:45,110,N,1
3/12/2021 19:20,110,N,3
3/12/2021 20:11,110,N,0
3/13/2021 0:22,110,N,3
3/13/2021 2:56,110,N,1
3/13/2021 11:52,110,N,0
3/13/2021 11:53,110,N,0
3/13/2021 12:49,110,N,1
3/13/2021 21:23,110,N,0
3/14/2021 0:26,110,N,1
3/14/2021 1:37,110,N,1
3/14/2021 7:40,110,N,3
3/14/2021 7:43,110,N,3
3/14/2021 9:51,110,N,1
3/14/2021 12:19,110,N,1
3/14/2021 15:14,110,N,1
3/14/2021 20:25,110,N,0
3/14/2021 23:55,110,N,2
3/15/2021 5:39,110,N,2
3/15/2021 9:18,110,N,0
3/15/2021 11:34,110,N,0
3/15/2021 14:06,110,N,0
3/15/2021 14:19,110,N,1
3/15/2021 14:23,110,N,0
3/15/2021 14:52,110,N,3
3/15/2021 16:33,110,N,2
3/15/2021 17:57,110,N,0
3/16/2021 0:01,110,N,0
3/16/2021 0:36,110,N,0
3/16/2021 1:44,110,N,1
3/16/2021 4:21,110,N,1
3/16/2021 5:00,110,N,0
3/16/2021 5:06,110,N,1
3/16/2021 5:50,110,N,0
3/16/2021 6:17,110,N,0
3/16/2021 8:12,110,N,1
3/16/2021 8:33,110,N,1
3/16/2021 10:01,110,N,0
3/16/2021 10:53,110,N,0
3/16/2021 15:08,110,N,0
3/16/2021 16:43,110,N,0
3/16/2021 19:13,110,N,0
3/16/2021 21:24,110,N,0
3/16/2021 22:35,110,N,0
3/16/2021 22:38,110,N,1
3/17/2021 1:43,110,N,0
3/17/2021 4:40,110,N,1
3/17/2021 7:45,110,N,0
3/17/2021 10:45,110,N,1
3/17/2021 12:46,110,N,1
3/17/2021 12:57,110,N,2
3/17/2021 13:03,110,N,0
3/17/2021 14:14,110,N,1
3/17/2021 17:45,110,N,1
3/17/2021 18:36,110,N,0
3/17/2021 19:27,110,N,3
3/17/2021 22:15,110,N,0
3/18/2021 4:23,110,N,0
3/18/2021 5:34,110,N,1
3/18/2021 6:54,110,N,0
3/18/2021 7:57,110,N,1
3/18/2021 8:00,110,N,2
3/18/2021 14:28,110,N,1
3/18/2021 15:21,110,N,1
3/18/2021 16:44,110,N,1
3/18/2021 18:38,110,N,2
3/18/2021 22:06,110,N,2
3/18/2021 22:08,110,N,0
3/19/2021 2:19,110,N,2
3/19/2021 9:08,110,N,1
3/19/2021 10:40,110,N,0
3/19/2021 11:08,110,N,0
3/19/2021 15:29,110,N,1
3/19/2021 21:07,110,N,0
3/20/2021 2:10,110,N,3
3/20/2021 5:41,110,N,2
3/20/2021 5:48,110,N,1
3/20/2021 8:08,110,N,1
3/20/2021 9:26,110,N,0
3/20/2021 9:56,110,N,0
3/20/2021 10:24,110,N,0
3/20/2021 12:58,110,N,0
3/20/2021 16:19,110,N,0
3/21/2021 4:56,110,N,1
3/21/2021 5:56,110,N,0
3/21/2021 6:53,110,N,0
3/21/2021 9:01,110,N,1
3/21/2021 11:38,110,N,1
3/21/2021 20:18,110,N,1
3/21/2021 23:57,110,N,0
3/22/2021 5:51,110,N,0
3/22/2021 5:59,110,N,1
3/22/2021 6:23,110,N,2
3/22/2021 6:31,110,N,1
3/22/2021 7:29,110,N,0
3/22/2021 8:17,110,N,1
3/22/2021 9:46,110,N,1
3/22/2021 12:26,110,N,0
3/22/2021 12:30,110,N,0
3/22/2021 14:55,110,N,1
3/22/2021 18:47,110,N,2
3/22/2021 21:19,110,N,2
3/22/2021 21:20,110,N,2
3/22/2021 21:39,110,N,2
3/23/2021 1:15,110,N,3
3/23/2021 1:22,110,N,2
3/23/2021 4:00,110,N,0
3/23/2021 10:38,110,N,1
3/23/2021 12:44,110,N,0
3/23/2021 14:04,110,N,2
3/23/2021 15:40,110,N,1
3/23/2021 15:48,110,N,2
3/23/2021 19:03,110,N,2
3/23/2021 21:59,110,N,1
3/24/2021 0:46,110,N,1
3/24/2021 1:09,110,N,0
3/24/2021 1:39,110,N,0
3/24/2021 6:12,110,N,1
3/24/2021 7:25,110,N,0
3/24/2021 7:28,110,N,0
3/24/2021 8:54,110,N,0
3/24/2021 9:47,110,N,2
3/24/2021 13:02,110,N,0
3/24/2021 14:21,110,N,4
3/24/2021 15:09,110,N,0
3/24/2021 15:23,110,N,0
3/24/2021 20:16,110,N,0
